topic,content
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","नर्सरी: नर्सरी कम से कम 500 मीटर की दूरी पर स्थित होना चाहिए, अधिमानतः बगीचे के पश्चिमी तरफ ताकि इसे कम किया जा सके कीटों और बीमारियों का प्रकोप. नींबू वर्गीय पौधों की नर्सरी तैयार करना रूटस्टॉक बीजों की बुआई प्राथमिक नर्सरी में ट्रे और द्वितीयक नर्सरी में पॉलिथीन बैग भरने के लिए मिट्टी, रेत और एफवाईएम या खाद के पॉटिंग मिश्रण का समान अनुपात (1:1:1) में उपयोग किया जाना चाहिए। बैग/ट्रे भरने के लिए उपयोग करने से पहले, पॉटिंग मिश्रण को सोलराइज़ किया जाना चाहिए।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","सौर्यीकरण के लिए, इसे अप्रैल-मई के महीने में कंक्रीट प्लेटफॉर्म पर 4"""" मोटी परत में फैलाया जाता है, पानी से पर्याप्त रूप से सिक्त किया जाता है, फिर सफेद पॉलिथीन शीट से पूरी तरह से ढक दिया जाता है, इसके किनारों को मिट्टी से सील कर दिया जाता है। फिर इसे सौर्यीकरण के लिए तेज धूप में 11/2 से 2 महीने तक बिना किसी व्यवधान के छोड़ दिया जाना चाहिए। केवल मोटे नींबू या रंगपुर नींबू रूटस्टॉक्स के प्रमाणित बीज का उपयोग किया जाना चाहिए।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","छाया में सुखाए गए रूटस्टॉक्स के मध्यम आकार के मोटे बीजों को वीटावैक्स या थीरम से उपचारित करना चाहिए (@3 ग्राम/किलो बीज) और सितंबर-अक्टूबर के दौरान ऊंचे बिस्तरों पर या प्लास्टिक ट्रे में बोया जाता है। क्यारियों में पानी जमा होने से बचना चाहिए अन्यथा छोटे पौधों की जड़ें उखड़ने लग सकती हैं। माध्यमिक नर्सरी में स्थानांतरित करते समय केवल मध्यम ऊंचाई के समान पौधों का चयन किया जाना चाहिए, या तो मजबूत या कमजोर और बौने पौधों को हटा दिया जाना चाहिए।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",झुकी हुई या मुड़ी हुई जड़ों वाले पौधों को हटा देना चाहिए। नागपुर मंदारिन के रोग मुक्त बडग्राफ्ट पौध संरक्षण उपाय फाइटोफ्थोरा संक्रमित पौधों को नष्ट कर देना चाहिए। फाइटोफ्थोरा संक्रमण के मामले में पौधों को मेटालेक्सिल एमजेड72 @ 2. 75 ग्राम/लीटर पानी या फोसेटाइल अल @ 2. 5 ग्राम/लीटर पानी से भिगोना चाहिए। दूसरा छिड़काव 40 दिन बाद करना चाहिए। सिट्रस लीफ माइनर और थ्रिप्स जैसे कीटों के संक्रमण को रोकने के लिए पौधों को 10 दिनों के अंतराल पर एसिटामिप्रिड या थियामेथोक्साम (0.
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","2 ग्राम/लीटर पानी) का छिड़काव करना चाहिए। घुन के हमले के कारण पौधों की वृद्धि पर भी प्रतिकूल प्रभाव पड़ता है, जिसे फेनाज़ाक्विन 10% ईसी @ 4 मिली/लीटर और वेटेबल सल्फर @ 3 ग्राम/लीटर पानी के साथ छिड़काव करके नियंत्रित किया जा सकता है, परिवर्तन - मूल रूप से 15-20 दिनों के अंतराल पर। कंटेनरीकृत नर्सरी में सिंचाई, उर्वरक अनुप्रयोग, खरपतवार नियंत्रण, कीट और रोग नियंत्रण के साथ-साथ सांस्कृतिक संचालन आसानी से किया जा सकता है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","नागपुर मंदारिन Page 72 --- 64 मिट्टी और पौधों का पोषण बुनियादी कृषि पर किसान की पुस्तिका नवोदित लेखक की ओर से बडस्टिक्स का उपयोग किया जाना चाहिए - केवल प्रमाणित और प्रमाणित स्रोत। बडस्टिक को सबसे आखिर में खींचना चाहिए साल बह गए. छड़ी पेंसिल की मोटाई की होनी चाहिए, गोलाकार होनी चाहिए और उस पर सफेद अनुदैर्ध्य धारियाँ होनी चाहिए। बडस्टिक को रबर-बेरी की लकड़ी या कीकरपानी के पौधों से नहीं बनाया जाना चाहिए। रूटस्टॉक अंकुर पर बडिंग 10” – 12” ऊंचाई पर की जानी चाहिए।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","बाग स्थापना गड्ढों का आकार रोपण के लिए गड्ढे 2'6"""" x 2'6"""" x 2'6"""" (75 x 75 x 75 सेमी) आकार के होने चाहिए और 6 x 6 मीटर की दूरी पर होने चाहिए। मिट्टी जनित कवक या नेमाटोड से बचने के लिए जड़ों की मिट्टी हटा देनी चाहिए। नवोदितों के लिए रोपण-पूर्व उपचार रोपण से पहले बडलिंग की जड़ों को मेटालेक्सी1MZ72 2. 75 ग्राम के घोल में 10-15 मिनट तक डुबाना चाहिए। कलियों का रोपण रोपण करते समय इस बात का ध्यान रखना चाहिए कि रूटस्टॉक यूनियन जमीन से कम से कम 6” ऊपर रहे।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","खाद एवं उर्वरक प्रयोग नाइट्रोजन युक्त उर्वरकों को जनवरी, जुलाई और नवंबर महीनों में तीन बराबर भागों में लागू किया जाना चाहिए; फॉस्फोरस युक्त उर्वरकों को जनवरी और जुलाई महीनों में दो भागों में और पोटेशियम युक्त उर्वरकों को जनवरी में एकल खुराक के रूप में लगाया जा सकता है। एनआरसीसी द्वारा नागपुर जिले के कलमेश्वर, काटोल, नरखेड, सावनेर, हिंगना और रामटेक तहसीलों में किए गए सर्वेक्षणों से अधिकांश बगीचों में एन की कमी और 50% बगीचों की पत्ती और मिट्टी में पी की कमी का पता चला है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","इसी प्रकार, पत्ती और मिट्टी K या तो वांछित स्तर पर थी या उससे भी अधिक। खट्टे पेड़ नाइट्रोजन प्रेमी पौधे हैं। वे लगाए गए नाइट्रोजन उर्वरकों के प्रति अच्छी प्रतिक्रिया देते हैं। फलों के विकास के दौरान K का प्रयोग भी किया जा सकता है क्योंकि इसकी कमी हो सकती है। फलदार बगीचे के लिए अनुशंसित उर्वरक पैकेज में क्रमशः 200 और 100 ग्राम/पेड़ पर पी और के की अनुपूरक खुराक शामिल की जा सकती है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","उर्वरक की खुराक उर्वरक/पेड़ की उम्रI ये ए आर II वाई कान III वाई कान IV वाई कान और ऊपर नाइट्रोजन 150 300 450 600 फास्फोरस 50 100 150 200 पोटैशियम 25 50 75 100 जहां तक संभव हो एन की एक तिहाई खुराक फार्म यार्ड खाद/खाद, तेल केक आदि के माध्यम से दी जा सकती है। नागपुर मंदारिन नागपुर मंदारिन की रोग मुक्त कली ग्राफ्ट Page 73 --- मिट्टी और पौधों का पोषण बुनियादी कृषि पर किसान की पुस्तिका 65पत्ती का नमूना पोषण संबंधी स्थिति के सही निदान के लिए सही नमूनाकरण तकनीक का उपयोग बहुत महत्वपूर्ण है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","इसके लिए यह जानना जरूरी है कि कितनी पत्तियां, कब, पौधे के किस भाग से और कितने पेड़ों से नमूना लेना चाहिए। अंबिया बहार के मामले में, अगस्त-अक्टूबर में 5-6 महीने पुरानी पत्तियों का नमूना लेना चाहिए और मृग बहार के लिए दिसंबर और फरवरी में 6-8 महीने पुरानी पत्तियों का नमूना लेना चाहिए। जहां तक ​​संभव हो, चौथी पत्ती की दूसरी, तीसरी पत्ती को गैर-असर वाले अंकुर की नोक से, अधिमानतः जमीन से 1. 5 - 2 मीटर ऊपर से उठाया जाना चाहिए और नमूना लिया जाना चाहिए।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","ड्रिप सिंचाई सिंचाई की ड्रिप प्रणाली की मदद से, फीडर रूट सिस्टम पर आवश्यक मात्रा में पानी उपलब्ध कराया जा सकता है। इसी प्रकार पानी में घुलनशील उर्वरक एवं सूक्ष्म पोषक तत्व भी ड्रिप प्रणाली से दिये जा सकते हैं। सिंचाई के लिए पानी की आवश्यकता पेड़ की उम्र और वर्ष के मौसम पर निर्भर करती है (तालिका 1)। ड्रिप सिंचाई से मल्चिंग करने से मिट्टी में लंबे समय तक नमी बनी रहती है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","नागपुर मंदारिन की पानी की आवश्यकता (लीटर/दिन/पेड़) माह तीनों की आयु (वर्ष) 1 2 3 4 5 6 7 8 9 >10 जनवरी 7 15 22 30 44 62 72 82 92 102 फ़रवरी 9 20 30 40 60 82 96 101 121 137 मार्च 12 26 40 53 78 109 127 145 163 181 14 अप्रैल 29 43 63 87 123 143 163 183 204 17 मई 34 52 74 102 143 166 188 211 235 11 जून 22 34 48 67 95 110 126 142 157 जुलाई 8 18 26 41 56 79 92 105 118 131 7 अगस्त 14 23 34 42 60 70 80 90 100 सितंबर 8 15 25 36 45 65 76 87 98 108 9 अक्टूबर 17 27 40 52 79 92 105 118 131 नवंबर 8 15 25 36 45 63 74 85 96 150 6 दिसंबर 11 19 24 35 49 57 65 73 82 खरपतवार नियंत्रण मोनो और डाइकोटाइलडोनस खरपतवारों के प्रभावी और आर्थिक नियंत्रण के लिए, उद्भव पूर्व खरपतवार- मई के अंत में तथा उसके 120 दिन बाद सीसाइड्स, ड्यूरोन 3 किग्रा."
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","करना चाहिए। उभरने के बाद खरपतवार नियंत्रण के लिए, फूल आने से पहले खरपतवारों पर 4 लीटर/हेक्टेयर की दर से ग्लाइफोसेट का छिड़काव करना चाहिए। फल गिरना नींबू वर्गीय फलों में फलों का गिरना गंभीर प्रकृति का होता है जो कम से कम दो बार होता है; यानी पहली बार जब फल संगमरमर के आकार से थोड़े बड़े हों और दूसरी बार जब फल पूरी तरह से विकसित हो जाएं या रंग टूटने के समय।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","अंबिया बहार की फसल में कटाई से पहले फलों के गिरने में यह गिरावट बहुत गंभीर है नागपुर मंदारिन Page 74 --- 66 मिट्टी और पौधों का पोषण बुनियादी कृषि पर किसान की पुस्तिका नागपुर मंदारिन, जिसे प्री-हार्वेस्ट फ्रूट ड्रॉप कहा जाता है और आर्थिक दृष्टि से महत्वपूर्ण है बागवानों की नजर में. फल लगने के बाद फलों के गिरने को नियंत्रित करने के लिए, 15 पीपीएम पर 2,4-डी या जीए3 + यूरिया 1% और कॉपर ऑक्सीक्लोराइड का दो पत्तों पर छिड़काव करें। 2 (0. 3%) मासिक अंतराल पर अप्रैल-मई अनुशंसित हैं।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","सितंबर और अक्टूबर के महीनों में फसल-पूर्व गिरावट को नियंत्रित करने के लिए समान स्प्रे एकाग्रता की सिफारिश की जाती है। स्प्रे घोल बनाने से पहले 2,4-डी और जीए3 को अल्कोहल या एसीटोन जैसे कुछ कार्बनिक विलायक की थोड़ी मात्रा (1 ग्राम के लिए 30 - 40 मिली) में घोला जा सकता है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","कीट नियंत्रण ब्लैकफ्लाई (कोलशी): सिट्रस ब्लैकफ्लाई के निम्फ युवा फ्लश पर हमला करते हैं, रस चूसते हैं और मलत्याग करते हैं मीठा और चिपचिपा तरल, जो पूरे पौधे की सतह को कवर करने वाले काले कालिखयुक्त फफूंद के तेजी से विकास को बढ़ावा देता है। प्रकाश संश्लेषण की प्रक्रिया में बहुत बाधा आती है, जिसके परिणामस्वरूप पौधों की वृद्धि रुक ​​जाती है, फूल आने की तीव्रता कम हो जाती है, फल कम आते हैं और स्वाद फीका हो जाता है तथा खट्टे फलों के बागानों की संख्या में गिरावट आती है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",काली मक्खी के नियंत्रण के लिए कीटनाशकों के दो छिड़काव करें। एसिटामिप्रिड 0. 2 ग्राम/लीटर पानी 50% अंडे सेने की अवस्था में दिया जाना चाहिए जो आमतौर पर जुलाई के दूसरे खरपतवार और दिसंबर और अप्रैल के पहले सप्ताह में होता है। एक अतिरिक्त स्प्रे जो वयस्क ब्लैकफ्लाई आबादी को लक्षित करता है जब यह अपने चरम पर होता है तो कीट को नियंत्रित करने में काफी मदद मिलती है। छिड़काव की विधि: यह सुनिश्चित करते हुए छिड़काव पत्ती के नीचे की ओर किया जाना चाहिए पेड़ का पूरा भीगना।
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","कैनोपी की उचित कवरेज और पैठ के लिए, बिजली का उपयोग छिड़काव कार्य के लिए स्प्रेयर की परिकल्पना की जानी चाहिए। बेहतर परिणामों के लिए कीटनाशकों का उपयोग वैकल्पिक रूप से किया जाना चाहिए। सिट्रस साइला: साइला के कई युवा भूरे रंग के निम्फ युवाओं पर रेंगते हुए दिखाई देते हैं फ्लश. कई गंदे भूरे रंग के वयस्कों को ऊपर की ओर पूंछ करके एक पंक्ति में बैठे देखा जा सकता है। निम्फ़ों द्वारा भारी मात्रा में पौधों को नष्ट करने के परिणामस्वरूप लालिमा, फूल और जामुन झड़ जाते हैं।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","प्रभावित शाखाएं सूख जाती हैं और सड़ने लगती हैं। निम्फ सफेद क्रिस्टलीय पाउडर भी उत्सर्जित करते हैं, जो फंगल संक्रमण को आमंत्रित करता है। फ्लशिंग के शुरुआती दिनों के दौरान 10 दिनों के अंतराल पर दो बार एसिटामिप्रिड 0. 2 ग्राम/लीटर पानी का छिड़काव करके साइला को नियंत्रित किया जा सकता है। छाल खाने वाली इल्ली (लार्वा) से फलों पर घुन (ललिया) का प्रकोप होता है। लीफ माइनर: नई पत्तियों पर सर्पेन्टाइन खदानें देखी जाती हैं और युवा तनों पर भी खनन किया जाता है घटना गंभीर है."
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","कभी-कभी नई टहनियों की मृत्यु भी हो सकती है। नर्सरी और छोटे बगीचे में समस्या काफी गंभीर है। साइट्रस पत्ती खनिकों को नियंत्रित करने के लिए, इमिडाक्लोप्रिड 5 मिलीलीटर (कृषि विशेषज्ञ के मार्गदर्शन में उचित खुराक में उपयोग किया जाना चाहिए) और थायमेथोक्साम 0. 2 ग्राम/लीटर पानी का छिड़काव करें। छाल खाने वाली इल्ली: यह कीट मुख्य रूप से पुराने और उपेक्षित बगीचों में देखा जाता है। अक्टूबर-अप्रैल के दौरान दो शाखाओं के जोड़ पर लटकती लकड़ी की झाड़ियाँ और सुरंग कीट की उपस्थिति का संकेत देती है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","लार्वा दिन के समय सुरंग के अंदर छिपा रहता है और रात में सक्रिय हो जाता है और सुरंग के पास की छाल को खाता है। इसके परिणामस्वरूप भोजन की आपूर्ति रुक ​​जाती है, अंततः शाखा पर पत्तियाँ पीली पड़ जाती हैं और धीरे-धीरे कम होने लगती हैं। कीट के नियंत्रण के लिए लकड़ी के टुकड़े को साफ करना चाहिए और प्रत्येक सुरंग में इमामेक्टिन बेंजो-एट/स्पिनोसैड @0. 4 मिली/लीटर पानी डालना चाहिए। फल चूसने वाले कीट: कीट शाम के समय पकने वाले फलों पर हमला करते हैं।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","द कीट रस चूसने के लिए पकने वाले फल में छेद करके उसमें छेद कर देता है जिससे संक्रमण हो सकता है। जल्द ही सड़न शुरू हो जाती है, जिससे फल गिरने लगते हैं। गिराए गए फलों का संग्रह और उनका नागपुर मंदारिन Page 75 --- मिट्टी और पौधों का पोषण बुनियादी कृषि पर किसान की पुस्तिका 67 देर शाम को बगीचे में धूम्रपान के बाद उसे नष्ट करने का सुझाव दिया गया है। फल मक्खी नियंत्रण के लिए, कीट की रोकथाम के लिए मिथाइल यूजेनॉल (फेरोमोन) जाल लटकाना एक प्रभावी तरीका है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","माइट: सिट्रस रस्ट माइट विशेष रूप से सितंबर-नवंबर के दौरान मृग बहार के फलों पर हमला करते हैं। फल की सतह, विशेष रूप से सूरज के संपर्क में आने वाले हिस्से को ब्रश किया जाता है और केवल 1 से 11/2 महीने के बाद गहरे भूरे रंग का एक बड़ा धब्बा विकसित होता है - जिसे 'लल्या' कहा जाता है। इसे जांचने के लिए, सितंबर-अक्टूबर में फेनाज़ाक्विन 10% ईसी @ 4 मिलीलीटर/लीटर और वेटेबल सल्फर @ 3 ग्राम/लीटर पानी के साथ 15-20 दिनों के अंतराल पर दो वैकल्पिक प्रोफी-लैक्टिक स्प्रे की सिफारिश की जाती है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","इसी प्रकार, फलों को अप्रिय दागों से बचाने के लिए अंबाई फलों की बेरी अवस्था में फाइटोफ्थोरा जनित गमोसिस एसिटामिप्रिड/थियामेथोक्साम @ 0. 2 ग्राम/लीटर पानी का छिड़काव आवश्यक है। एहतियाती उपाय: बगीचे में नहरें बनाकर पानी जमा होने से बचाएं उचित जल निकासी के लिए ढलान. इसके अलावा, बगीचे में नमी को रोकने के लिए हवा और धूप की अनुमति देने के लिए आपस में जुड़ी हुई शाखाओं की छंटाई करने का सुझाव दिया गया है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","बगीचे के पास अमरूद, अनार, ची-कू, आम के पेड़ आदि की मौजूदगी काली मक्खी के लिए वैकल्पिक मेजबान के रूप में काम करती है, इसलिए ऐसे पेड़ों को भी कीटनाशक स्प्रे से ढक देना चाहिए। रोगों पर नियंत्रण टहनी झुलसा: कटाई के बाद फल देने वाली शाखाओं का सूखना एक सामान्य घटना है। हटाना टहनी के झुलसा रोग को रोकने के लिए ऐसे सूखे अंकुरों के 2 सेमी निचले जीवित भाग के साथ कवकनाशी स्प्रे यानी कॉपर ऑक्सीक्लोराइड या बोर्डो पेस्ट लगाने की सिफारिश की जाती है। गमोसिस, जड़ सड़न और कॉलर सड़न रोग का उचित निदान आवश्यक है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","प्रभावित पेड़ों को मई-जून में एक बार भीगने तक मेटलैक्सिल एमजेड 72 @ 2. 75 ग्राम या फोसेटाइल एएल @ 2. 5 ग्राम/लीटर पानी से उपचारित करना चाहिए। दूसरा छिड़काव 40 दिन बाद करना चाहिए। पेड़ के तने और पेड़ के बेसिन की मिट्टी पर भी छिड़काव/भिगोना चाहिए। सड़ी-गली जड़ों को हटाना, मसूड़ों से रिसते तने पर घाव को तेज चाकू से साफ करना और फिर मेटलैक्सिल से चिपकाना। 3 एमजेड 72 किया जाए।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","बोर्डो पेस्ट (1 किग्रा CuSO4 + 1 किग्रा CaOH + 10 लीटर पानी) पेड़ के तने पर जमीन से 2 से 21/2 फीट तक दो बार लगाएं, यानी मानसून से पहले (मई) और मानसून के बाद (अक्टूबर)। एहतियाती उपाय • बाढ़ सिंचाई से बचें सिंचाई की डबल रिंग प्रणाली का पालन करें ताकि पानी पेड़ के तने के संपर्क में न आये। जड़ प्रणाली की क्षति/चोट से बचने के लिए पेड़ के नीचे गहरी जुताई करने से बचें। गिरता हुआ नागपुर मंदारिन बाग का कायाकल्प बाग।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",नागपुर मंदारिन Page 76 --- 68 मिट्टी और पौधों का पोषण बुनियादी कृषि पर किसान की पुस्तिका कवकनाशी का फसल-पूर्व स्प्रे: डिफेनोकोन जैसे कवकनाशी के तीन फसल-पूर्व स्प्रे- भीगने तक एज़ोल 2 मि. ली. प्रति लीटर पानी 15 दिनों के अंतराल पर देने से कटाई से पहले फलों को 54% तक गिरने से रोका जा सकता है। यह फसल कटाई के बाद होने वाली बीमारियों को भी 70% तक नियंत्रित करता है। यह स्प्रे सामान्य तौर पर 3 सप्ताह तक प्रभावी रहता है तापमान.
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","कटाई के बाद कवकनाशी उपचार: फलों को कवकनाशी घोल डाइफेनोकोनाज़ोल में डुबोया जाता है 70% तक सड़न को कम करने के लिए 5 मिनट सुरक्षित हैं और सामान्य स्थिति में 3 सप्ताह तक सुरक्षित रूप से संग्रहीत किया जा सकता है। एहतियाती उपाय • फलदार वृक्ष को रोग मुक्त और स्वस्थ रखने के लिए पौध संरक्षण उपायों का पालन करें। फलों की किसी भी प्रकार की क्षति से बचने के लिए कटाई के बाद फलों की संभाल सावधानी से की जानी चाहिए। इस स्तर पर तांबे के कवकनाशी जैसे बी,ऑर्डो मिश्रण, ब्लिटॉक्स, फाइटोलन आदि के उपयोग से बचें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",घटते नींबू वर्गीय फलों के बागों का कायाकल्प: घटते नींबू वर्गीय फलों के बागों का कायाकल्प किया जा सकता है विकसित प्रौद्योगिकियों के उपयोग से और उत्पादक चरण में लाया गया। कटाई परंपरागत रूप से फलों को मोड़कर और जोर से खींचकर तोड़ा जाता है जिससे फल की गर्दन में छेद हो सकता है या तने के सिरे पर चोट लग सकती है। फलों की कटाई तब करनी चाहिए जब छिलके का ¾वाँ भाग पीला हो जाए। टीएसएस: अंबिया और मृग बहार दोनों फलों में अम्लता अनुपात 14 से कम नहीं होना चाहिए। टीएसएस कम से कम 10% होना चाहिए।
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","एक बार जब यह अवस्था आ जाए, तो रंग विकसित करने के लिए कटाई में देरी नहीं करनी चाहिए क्योंकि अन्य फल ढीले हो सकते हैं। फलों को मिट्टी और भूसे के संपर्क में नहीं आने देना चाहिए और तेज़ धूप के संपर्क में भी नहीं आना चाहिए। कटाई के तुरंत बाद पैकिंग करनी चाहिए। बड़े पैमाने पर वैक्सिंग के लिए पैकिंग लाइन का उपयोग किया जा सकता है। धुलाई और वैक्सिंग (ताजा उच्च चमक 2. 5 ग्राम + टेबुकोनाज़ोल थी) और फलों की ग्रेडिंग भी अंत में स्वचालित रूप से की जाती है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","श्रेणीबद्ध फलों को नालीदार फाइबर बोर्ड बक्से (50 x 30 x 30 सेमी) में पैक किया जाता है, जो दूरबीन-आईसी होते हैं और दोनों तरफ छेद होते हैं जो कुल पार्श्व भाग का 5% कवर करते हैं। भण्डार गृह में फलों को नमी से सुरक्षित रखने के लिए बक्सों को बाहरी तौर पर प्लास्टिक से लेमिनेट करना चाहिए। छोटे पैमाने (1 - 1. 5 टन) और छोटी अवधि (20 - 25 दिन) के भंडारण के लिए एक बाष्पीकरणीय शीतल कक्ष की सिफारिश की जाती है, जिसकी लागत 10,000/- से 12,000/- रुपये होती है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","फलों की कटाई में देरी करने या स्थगित करने के लिए, रंग टूटने के बिंदु पर 15 दिनों के अंतराल में GA3 (100 मिलीग्राम / 10 लीटर पानी) के दो छिड़काव की सिफारिश की जाती है। लंबी अवधि के कोल्ड स्टोरेज के लिए 6-7 0 C का तापमान और 90-95% आर्द्रता वांछनीय है। ऐसे में खट्टे फलों को 45 दिन से ज्यादा स्टोर करके नहीं रखना चाहिए. ठंड से होने वाली चोट से बचने के लिए इस बात का ध्यान रखना चाहिए कि तापमान 40 C से नीचे न जाए। नागपुर मंदारिन Page 77 --- मिट्टी और पौधों का पोषण बुनियादी कृषि पर किसान की पुस्तिका 692."
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","6. सबक सीखा 1. गहरे रंग की मिट्टी हल्के रंग की मिट्टी की तुलना में अधिक उपजाऊ होती है। तटस्थ pH अधिक होता है अधिकांश फसलों के लिए उपयुक्त। अम्लीय मिट्टी में सुधार के लिए चूने का तथा क्षारीय मिट्टी में जिप्सम का उपयोग किया जाता है। 2. मिट्टी में पोषक तत्वों की स्थिति के आधार पर उर्वरकों के विवेकपूर्ण अनुप्रयोग के लिए मिट्टी का परीक्षण आवश्यक है। 3. एकीकृत पोषक तत्व प्रबंधन (आईएनएम) प्रथाएं कुशल, आर्थिक और टिकाऊ उत्पादन के लिए उपयोगी हैं। 4."
